"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,Continent,New Cases/1M pop
Argentina,"3,118,134",,"66,872 ",,"2,777,902",,"273,360","5,268","68,460","1,468","11,683,923","256,524","45,547,060 ",2021-05-08,156814,South America,
Colombia,"2,968,626",,"76,867 ",,"2,788,751",,"103,008","6,006","57,821","1,497","15,283,737","297,685","51,342,040 ",2021-05-08,176683,South America,
Poland,"2,824,425",,"69,445 ",,"2,555,059",,"199,921","2,296","74,698","1,837","14,678,781","388,211","37,811,389 ",2021-05-08,135443,Europe,
Iran,"2,627,094",,"74,241 ",,"2,074,089",,"478,764","5,534","30,943",874,"16,789,338","197,749","84,902,433 ",2021-05-08,"321,1445",Asia,
Mexico,"2,361,874","+3,043","218,657 ",+484,"1,881,818","+2,105","261,399","4,798","18,157","1,681","6,734,249","51,770","130,079,641 ",2021-05-08,5559519,North America,23
Ukraine,"2,114,138","+8,710","46,200  ",+370,"1,750,570","+19,408","317,368",177,"48,589","1,062","9,594,857","220,520","43,510,196 ",2021-05-08,219425,Europe,200
Peru,"1,839,465",,"63,519 ",,"1,720,665",,"55,281","2,666","55,139","1,904","11,555,688","346,391","33,360,257 ",2021-05-08,185253,South America,
Indonesia,"1,703,632",,"46,663 ",,"1,558,423",,"98,546",,"6,173",169,"15,099,282","54,713","275,972,350 ",2021-05-08,"1625,91418",Asia,
Czechia,"1,642,696",,"29,608 ",,"1,570,842",,"42,246",411,"153,153","2,760","19,585,985","1,826,055","10,725,848 ",2021-05-08,73621,Europe,
South Africa,"1,592,326",,"54,687 ",,"1,513,202",,"24,437",546,"26,565",912,"10,831,738","180,706","59,941,326 ",2021-05-08,"381,0966",Africa,
Netherlands,"1,546,070",,"17,290 ",,"1,302,063",,"226,717",789,"90,060","1,007","12,762,141","743,409","17,167,057 ",2021-05-08,119931,Europe,
Canada,"1,273,169",,"24,529 ",,"1,167,422",,"81,218","1,331","33,485",645,"32,408,919","852,362","38,022,488 ",2021-05-08,"301,5501",North America,
Chile,"1,235,778",,"27,004 ",,"1,170,437",,"38,337","3,176","64,179","1,402","13,432,114","697,583","19,255,219 ",2021-05-08,167131,South America,
Iraq,"1,103,950",,"15,702 ",,"992,423",,"95,825",533,"26,937",383,"9,606,567","234,402","40,983,371 ",2021-05-08,"372,6104",Asia,
Philippines,"1,087,885",,"18,099 ",,"1,003,160",,"66,626",750,"9,817",163,"12,173,692","109,856","110,814,711 ",2021-05-08,"1026,1239",Asia,
Romania,"1,063,949",,"28,799 ",,"1,009,237",,"25,913","1,041","55,621","1,506","8,419,526","440,157","19,128,475 ",2021-05-08,186642,Europe,
Belgium,"1,010,987","+3,723","24,483 ",+39,"880,229",,"106,275",744,"86,911","2,105","12,885,085","1,107,688","11,632,413 ",2021-05-08,124751,Europe,320
Sweden,"1,007,792",,"14,173 ",,"835,422",,"158,197",403,"99,264","1,396","8,798,383","866,609","10,152,657 ",2021-05-08,107161,Europe,
Pakistan,"854,240","+4,109","18,797 ",+120,"752,712","+4,957","82,731","4,986","3,805",84,"12,149,935","54,117","224,512,144 ",2021-05-08,"26311,94418",Asia,18
Israel,"838,858",,"6,375 ",,"831,432",,"1,051",87,"91,204",693,"14,346,755","1,559,839","9,197,590 ",2021-05-08,"111,4431",Asia,
Portugal,"838,852",,"16,989 ",,"799,442",,"22,421",75,"82,471","1,670","10,832,463","1,064,989","10,171,433 ",2021-05-08,125991,Europe,
Hungary,"789,188",,"28,403 ",,"553,836",,"206,949",445,"81,870","2,947","5,494,198","569,967","9,639,499 ",2021-05-08,123392,Europe,
Bangladesh,"770,842",,"11,833 ",,"704,341",,"54,668","1,115","4,641",71,"5,599,276","33,715","166,078,786 ",2021-05-08,"21514,03530",Asia,
Jordan,"718,632",,"9,047 ",,"699,460",,"10,125",729,"69,845",879,"6,814,404","662,306","10,288,909 ",2021-05-08,"141,1372",Asia,
Serbia,"698,518",,"6,519 ",,"655,869",,"36,130",131,"80,221",749,"3,907,936","448,804","8,707,441 ",2021-05-08,"121,3362",Europe,
Switzerland,"670,613",,"10,702 ",,"601,958",,"57,953",212,"77,009","1,229","7,088,449","813,991","8,708,265 ",2021-05-08,138141,Europe,
Austria,"628,817",,"10,351 ",,"599,854",,"18,612",417,"69,483","1,144","33,990,188","3,755,832","9,049,975 ",2021-05-08,148740,Europe,
Japan,"620,994",,"10,589 ",,"546,042",,"64,363","1,131","4,923",84,"12,241,999","97,045","126,147,280 ",2021-05-08,"20311,91310",Asia,
UAE,"532,710",,"1,607 ",,"513,068",,"18,035",,"53,316",161,"45,466,777","4,550,537","9,991,520 ",2021-05-08,"196,2170",Asia,
Lebanon,"531,834",,"7,436 ",,"478,482",,"45,916",472,"78,217","1,094","4,083,753","600,601","6,799,448 ",2021-05-08,139142,Asia,
Morocco,"513,314",,"9,057 ",,"500,192",,"4,065",138,"13,769",243,"6,320,534","169,539","37,280,793 ",2021-05-08,"734,1166",Africa,
Malaysia,"432,425",,"1,632 ",,"396,004",,"34,789",375,"13,217",50,"9,904,314","302,729","32,716,812 ",2021-05-08,"7620,0473",Asia,
Saudi Arabia,"424,445",,"7,045 ",,"407,650",,"9,750","1,311","12,033",200,"17,389,803","493,019","35,272,085 ",2021-05-08,"835,0072",Asia,
Bulgaria,"409,495",,"16,886 ",,"347,870",,"44,739",570,"59,313","2,446","2,577,231","373,300","6,903,920 ",2021-05-08,174093,Europe,
Ecuador,"396,888",,"19,061 ",,"329,582",,"48,245",620,"22,210","1,067","1,327,106","74,267","17,869,505 ",2021-05-08,4593713,South America,
Slovakia,"385,022",,"11,946 ",,"366,689",,"6,387",264,"70,492","2,187","2,704,901","495,232","5,461,888 ",2021-05-08,144572,Europe,
Nepal,"377,603",,"3,579 ",,"295,395",,"78,629",,"12,766",121,"2,598,405","87,845","29,579,317 ",2021-05-08,"788,26511",Asia,
Panama,"366,762",,"6,258 ",,"356,520",,"3,984",105,"83,886","1,431","2,448,142","559,938","4,372,167 ",2021-05-08,126992,North America,
Belarus,"366,305",,"2,612 ",,"356,842",,"6,851",,"38,776",276,"5,958,089","630,707","9,446,682 ",2021-05-08,"263,6172",Europe,
Greece,"358,116",,"10,910 ",,"322,282",,"24,924",754,"34,501","1,051","8,386,740","807,991","10,379,746 ",2021-05-08,299511,Europe,
Croatia,"342,487",,"7,388 ",,"323,834",,"11,265",242,"83,866","1,809","1,863,305","456,276","4,083,725 ",2021-05-08,125532,Europe,
Kazakhstan,"340,239","+2,587","3,889 ",+31,"294,162","+2,333","42,188",221,"17,939",205,"10,455,458","551,252","18,966,765 ",2021-05-08,"564,8772",Asia,136
Azerbaijan,"325,407",,"4,650 ",,"302,860",,"17,897",,"31,851",455,"3,311,267","324,107","10,216,590 ",2021-05-08,"312,1973",Asia,
Georgia,"319,266",,"4,245 ",,"298,807",,"16,214",,"80,164","1,066","4,316,833","1,083,907","3,982,659 ",2021-05-08,129381,Asia,
Tunisia,"318,236",,"11,277 ",,"274,270",,"32,689",529,"26,690",946,"1,350,359","113,254","11,923,323 ",2021-05-08,"371,0579",Africa,
Bolivia,"314,190",,"13,151 ",,"258,068",,"42,971",158,"26,609","1,114","1,226,152","103,844","11,807,685 ",2021-05-08,3889810,South America,
Palestine,"300,946",,"3,338 ",,"283,570",,"14,038",102,"57,859",642,"1,770,081","340,312","5,201,353 ",2021-05-08,"171,5583",Asia,
Paraguay,"294,233",,"6,974 ",,"242,915",,"44,344",567,"40,828",968,"1,139,296","158,089","7,206,670 ",2021-05-08,"241,0336",South America,
Kuwait,"282,981",,"1,628 ",,"266,917",,"14,436",206,"65,445",377,"2,388,785","552,453","4,323,963 ",2021-05-08,"152,6562",Asia,
Dominican Republic,"269,958",,"3,517 ",,"230,945",,"35,496",229,"24,676",321,"1,428,975","130,619","10,940,026 ",2021-05-08,"413,1118",North America,
Costa Rica,"265,486",,"3,365 ",,"212,525",,"49,596",433,"51,716",655,"1,033,203","201,266","5,133,520 ",2021-05-08,"191,5265",North America,
Ethiopia,"261,580",,"3,840 ",,"206,870",,"50,870",765,"2,229",33,"2,609,897","22,238","117,362,028 ",2021-05-08,"44930,56345",Africa,
Denmark,"257,505",,"2,495 ",,"244,364",,"10,646",34,"44,325",429,"41,474,152","7,139,009","5,809,511 ",2021-05-08,"232,3280",Europe,
Lithuania,"255,384",,"4,019 ",,"229,667",,"21,698",186,"94,942","1,494","2,935,816","1,091,422","2,689,901 ",2021-05-08,116691,Europe,
Moldova,"252,413",,"5,929 ",,"242,796",,"3,688",181,"62,696","1,473","1,012,761","251,556","4,025,994 ",2021-05-08,166794,Europe,
Ireland,"251,904",,"4,921 ",,"234,404",,"12,579",34,"50,538",987,"4,599,866","922,839","4,984,474 ",2021-05-08,"201,0131",Europe,
Slovenia,"245,159",,"4,285 ",,"231,559",,"9,315",142,"117,911","2,061","1,199,033","576,685","2,079,181 ",2021-05-08,84852,Europe,
Egypt,"235,140",,"13,779 ",,"175,928",,"45,433",90,"2,262",133,"2,715,258","26,117","103,963,661 ",2021-05-08,"4427,54538",Africa,
Guatemala,"233,696",,"7,695 ",,"211,572",,"14,429",5,"12,844",423,"1,298,713","71,376","18,195,353 ",2021-05-08,"782,36514",North America,
Armenia,"218,681",,"4,209 ",,"203,307",,"11,165",,"73,681","1,418","1,008,307","339,732","2,967,945 ",2021-05-08,147053,Asia,
Honduras,"218,330",+735,"5,585 ",+83,"81,160",+577,"131,585",561,"21,751",556,"648,703","64,626","10,037,725 ",2021-05-08,"461,79715",North America,73
Uruguay,"216,146",,"3,032 ",,"187,153",,"25,961",537,"62,041",870,"1,885,930","541,320","3,483,946 ",2021-05-08,"161,1492",South America,
Qatar,"210,070",,496 ,,"199,444",,"10,130",274,"74,816",177,"1,937,204","689,935","2,807,805 ",2021-05-08,"135,6611",Asia,
Venezuela,"205,181",,"2,263 ",,"187,665",,"15,253",316,"7,233",80,"3,359,014","118,411","28,367,444 ",2021-05-08,"13812,5358",South America,
Bosnia and Herzegovina,"200,693",,"8,790 ",,"164,717",,"27,186",,"61,497","2,693","922,568","282,697","3,263,454 ",2021-05-08,163714,Europe,
Oman,"199,344",,"2,083 ",,"181,696",,"15,565",283,"38,218",399,"1,550,000","297,163","5,215,985 ",2021-05-08,"262,5043",Asia,
Bahrain,"186,403",,674 ,,"173,036",,"12,693",101,"106,443",385,"4,206,579","2,402,112","1,751,200 ",2021-05-08,"92,5980",Asia,
Libya,"179,697",,"3,063 ",,"165,931",,"10,703",,"25,855",441,"972,747","139,957","6,950,315 ",2021-05-08,"392,2697",Africa,
Nigeria,"165,340",,"2,065 ",,"155,454",,"7,821",11,786,10,"1,939,165","9,215","210,442,777 ",2021-05-08,"1,273101,909109",Africa,
Kenya,"162,666",,"2,865 ",,"110,653",,"49,148",190,"2,970",52,"1,710,414","31,229","54,769,918 ",2021-05-08,"33719,11732",Africa,
North Macedonia,"153,694",,"5,067 ",,"137,331",,"11,296",124,"73,774","2,432","734,904","352,759","2,083,301 ",2021-05-08,144113,Europe,
Myanmar,"142,903",,"3,210 ",,"132,000",,"7,693",,"2,612",59,"2,586,547","47,270","54,719,008 ",2021-05-08,"38317,04621",Asia,
Albania,"131,577",,"2,408 ",,"115,253",,"13,916",18,"45,764",838,"650,005","226,079","2,875,127 ",2021-05-08,"221,1944",Europe,
S. Korea,"126,745",+701,"1,865 ",+5,"116,881",+859,"7,999",165,"2,470",36,"9,089,166","177,154","51,306,656 ",2021-05-08,"40527,5106",Asia,14
Estonia,"124,529",,"1,193 ",,"115,060",,"8,276",50,"93,822",899,"1,318,022","993,015","1,327,293 ",2021-05-08,"111,1131",Europe,
Algeria,"123,692",,"3,315 ",,"86,149",,"34,228",28,"2,778",74,"230,861","5,186","44,519,649 ",2021-05-08,"36013,430193",Africa,
Latvia,"122,545",,"2,197 ",,"111,473",,"8,875",81,"65,587","1,176","2,362,996","1,264,696","1,868,430 ",2021-05-08,158501,Europe,
Sri Lanka,"121,338",,764 ,,"101,763",,"18,811",,"5,646",36,"2,900,769","134,986","21,489,420 ",2021-05-08,"17728,1287",Asia,
Norway,"115,818",,767 ,,"88,952",,"26,099",28,"21,223",141,"5,316,358","974,198","5,457,163 ",2021-05-08,"477,1151",Europe,
Cuba,"113,876",,713 ,,"107,476",,"5,687",115,"10,059",63,"3,787,896","334,598","11,320,742 ",2021-05-08,"9915,8783",North America,
Montenegro,"98,142",,"1,533 ",,"94,655",,"1,954",64,"156,244","2,441","383,596","610,691","628,134 ",2021-05-08,64102,Europe,
Kyrgyzstan,"98,079",+416,"1,649  ",+6,"91,267",+308,"5,163",70,"14,826",249,"1,021,960","154,488","6,615,134 ",2021-05-08,"674,0126",Asia,63
Uzbekistan,"93,978",+381,662 ,+2,"89,703",+365,"3,613",23,"2,774",20,"1,377,915","40,671","33,879,305 ",2021-05-08,"36151,17725",Asia,11
Ghana,"92,856",,783 ,,"90,480",,"1,593",6,"2,937",25,"1,108,763","35,065","31,620,038 ",2021-05-08,"34140,38329",Africa,
Zambia,"92,004",,"1,256 ",,"90,316",,432,36,"4,889",67,"1,431,929","76,097","18,817,059 ",2021-05-08,"20514,98213",Africa,
Finland,"88,332",,922 ,,"46,000",,"41,410",28,"15,921",166,"4,615,178","831,859","5,548,028 ",2021-05-08,"636,0171",Europe,
Thailand,"81,274","+2,419",382 ,+19,"51,419","+2,247","29,473","1,170","1,162",5,"8,124,896","116,155","69,948,647 ",2021-05-08,"861183,1129",Asia,35
Cameroon,"74,946",,"1,152 ",,"70,497",,"3,297",385,"2,765",43,"1,518,411","56,025","27,102,385 ",2021-05-08,"36223,52618",Africa,
El Salvador,"70,255",,"2,146 ",,"65,778",,"2,331",31,"10,785",329,"934,357","143,439","6,513,963 ",2021-05-08,"933,0357",North America,
Mozambique,"70,138",,820 ,,"67,706",,"1,612",38,"2,192",26,"525,385","16,422","31,992,056 ",2021-05-08,"45639,01561",Africa,
Cyprus,"68,766",,332 ,,"39,061",,"29,373",59,"56,606",273,"5,181,292","4,265,112","1,214,808 ",2021-05-08,"183,6590",Asia,
Luxembourg,"68,153",,801 ,,"64,943",,"2,409",33,"107,398","1,262","2,711,542","4,272,951","634,583 ",2021-05-08,97920,Europe,
Afghanistan,"61,755",,"2,683 ",,"54,019",,"5,053","1,124","1,557",68,"417,283","10,520","39,667,381 ",2021-05-08,"64214,78595",Asia,
Singapore,"61,311",,31 ,,"60,906",,374,2,"10,411",5,"9,906,797","1,682,160","5,889,331 ",2021-05-08,"96189,9781",Asia,
Namibia,"49,552",,682 ,,"47,146",,"1,724",43,"19,208",264,"397,272","153,996","2,579,758 ",2021-05-08,"523,7836",Africa,
Botswana,"48,417",,734 ,,"46,226",,"1,457",1,"20,244",307,"1,086,267","454,184","2,391,688 ",2021-05-08,"493,2582",Africa,
Jamaica,"46,428",,801 ,,"22,018",,"23,609",21,"15,621",270,"340,151","114,447","2,972,132 ",2021-05-08,"643,7119",North America,
Ivory Coast,"46,344",,291 ,,"45,790",,263,,"1,721",11,"605,248","22,476","26,928,434 ",2021-05-08,"58192,53844",Africa,
Mongolia,"44,016",+815,160 ,+7,"29,984","+1,451","13,872",123,"13,246",48,"2,772,740","834,434","3,322,899 ",2021-05-08,"7520,7681",Asia,245
Uganda,"42,224",,346 ,,"41,652",,226,24,899,7,"1,032,526","21,990","46,954,508 ",2021-05-08,"1,112135,70745",Africa,
Senegal,"40,621",,"1,116 ",,"39,316",,189,10,"2,373",65,"488,257","28,527","17,115,337 ",2021-05-08,"42115,33635",Africa,
Madagascar,"38,641",,701 ,,"35,116",,"2,824",351,"1,366",25,"189,996","6,716","28,290,383 ",2021-05-08,"73240,357149",Africa,
Zimbabwe,"38,403",,"1,576 ",,"36,041",,786,12,"2,552",105,"429,710","28,560","15,045,847 ",2021-05-08,"3929,54735",Africa,
Malawi,"34,158",,"1,152 ",,"32,145",,861,11,"1,748",59,"235,195","12,033","19,546,127 ",2021-05-08,"57216,96783",Africa,
Maldives,"34,134",,82 ,,"25,782",,"8,270",90,"62,222",149,"752,971","1,372,572","548,584 ",2021-05-08,"166,6901",Asia,
Sudan,"33,648",,"2,365 ",,"27,247",,"4,036",,753,53,"232,965","5,210","44,712,026 ",2021-05-08,"1,32918,906192",Africa,
Malta,"30,432",,417 ,,"29,763",,252,,"68,767",942,"879,997","1,988,510","442,541 ",2021-05-08,"151,0611",Europe,
DRC,"30,240",,772 ,,"26,324",,"3,144",,329,8,"151,894","1,654","91,849,784 ",2021-05-08,"3,037118,976605",Africa,
Australia,"29,906",+9,910 ,,"28,758",,238,1,"1,161",35,"17,151,054","666,053","25,750,285 ",2021-05-08,"86128,2972",Australia/Oceania,0.3
Angola,"28,201",,628 ,,"24,698",,"2,875",35,836,19,"513,297","15,220","33,725,272 ",2021-05-08,"1,19653,70366",Africa,
Cabo Verde,"25,837",,231 ,,"22,323",,"3,283",23,"46,047",412,"154,030","274,515","561,099 ",2021-05-08,"222,4294",Africa,
Rwanda,"25,539",,338 ,,"24,050",,"1,151",1,"1,931",26,"1,337,100","101,122","13,222,636 ",2021-05-08,"51839,12010",Africa,
Gabon,"23,311",,142 ,,"19,838",,"3,331",22,"10,269",63,"743,110","327,363","2,269,987 ",2021-05-08,"9715,9863",Africa,
Syria,"23,256",,"1,639 ",,"18,166",,"3,451",,"1,302",92,"103,566","5,799","17,858,790 ",2021-05-08,"76810,896172",Asia,
Guinea,"22,553",,149 ,,"20,147",,"2,257",24,"1,679",11,"440,858","32,820","13,432,554 ",2021-05-08,"59690,15130",Africa,
Réunion,"21,601",,150 ,,"19,848",,"1,603",36,"23,982",167,"102,720","114,041","900,728 ",2021-05-08,"426,0059",Africa,
French Guiana,"20,366",,104 ,,"9,995",,"10,267",18,"66,730",341,"225,358","738,394","305,200 ",2021-05-08,"152,9351",South America,
Mayotte,"20,134",,170 ,,"2,964",,"17,000",4,"72,331",611,"174,251","625,992","278,360 ",2021-05-08,"141,6372",Africa,
French Polynesia,"18,790",,141 ,,"18,617",,32,1,"66,564",499,"26,355","93,363","282,285 ",2021-05-08,"152,00211",Australia/Oceania,
Cambodia,"18,717",+538,114 ,,"7,340",+456,"11,263",,"1,107",7,"986,444","58,319","16,914,637 ",2021-05-08,"904148,37417",Asia,32
Mauritania,"18,613",,456 ,,"17,847",,310,14,"3,916",96,"241,617","50,840","4,752,536 ",2021-05-08,"25510,42220",Africa,
Eswatini,"18,474",,671 ,,"17,773",,30,3,"15,785",573,"191,494","163,623","1,170,335 ",2021-05-08,"631,7446",Africa,
Guadeloupe,"15,360",,210 ,,"2,242",,"12,908",18,"38,383",525,"187,796","469,276","400,182 ",2021-05-08,"261,9062",North America,
Somalia,"14,368",,745 ,,"6,152",,"7,471",,883,46,"117,534","7,226","16,266,237 ",2021-05-08,"1,13221,834138",Africa,
Guyana,"14,073",,314 ,,"11,928",,"1,831",14,"17,819",398,"128,826","163,118","789,771 ",2021-05-08,"562,5156",South America,
Mali,"14,059",,497 ,,"8,937",,"4,625",,678,24,"277,373","13,373","20,741,348 ",2021-05-08,"1,47541,73375",Africa,
Andorra,"13,390",,127 ,,"12,936",,327,12,"173,064","1,641","193,595","2,502,197","77,370 ",2021-05-08,66090,Europe,
Burkina Faso,"13,353",,162 ,,"13,111",,80,,624,8,"181,252","8,475","21,385,551 ",2021-05-08,"1,602132,010118",Africa,
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,718,231 ",2021-05-08,"730107,980",Asia,
Haiti,"13,164",,263 ,,"12,154",,747,,"1,143",23,"60,085","5,216","11,520,146 ",2021-05-08,"87543,803192",North America,
Togo,"13,106",,124 ,,"11,580",,"1,402",,"1,552",15,"316,098","37,442","8,442,228 ",2021-05-08,"64468,08227",Africa,
Trinidad and Tobago,"12,720",,196 ,,"9,044",,"3,480",38,"9,064",140,"139,640","99,506","1,403,334 ",2021-05-08,"1107,16010",North America,
Belize,"12,686",,323 ,,"12,288",,75,1,"31,423",800,"120,939","299,559","403,723 ",2021-05-08,"321,2503",North America,
Curaçao,"12,228",,113 ,,"11,920",,195,22,"74,261",686,"98,732","599,604","164,662 ",2021-05-08,"131,4572",North America,
Hong Kong,"11,802",,210 ,,"11,473",,119,3,"1,563",28,"13,412,611","1,776,854","7,548,518 ",2021-05-08,"64035,9451",Asia,
Papua New Guinea,"11,630",,121 ,,"10,312",,"1,197",,"1,279",13,"95,014","10,452","9,090,082 ",2021-05-08,"78275,12596",Australia/Oceania,
Martinique,"11,558",,83 ,,98,,"11,377",24,"30,820",221,"163,838","436,880","375,018 ",2021-05-08,"324,5182",North America,
Djibouti,"11,319",,148 ,,"11,041",,130,,"11,317",148,"151,665","151,643","1,000,147 ",2021-05-08,"886,7587",Africa,
Congo,"11,147",,148 ,,"8,208",,"2,791",,"1,979",26,"92,500","16,423","5,632,490 ",2021-05-08,"50538,05761",Africa,
Suriname,"10,933",,214 ,,"9,694",,"1,025",24,"18,497",362,"52,728","89,206","591,084 ",2021-05-08,"542,76211",South America,
Bahamas,"10,773",,212 ,,"9,781",,780,5,"27,175",535,"89,754","226,408","396,426 ",2021-05-08,"371,8704",North America,
Lesotho,"10,761",,319 ,,"6,427",,"4,015",,"4,990",148,"83,335","38,641","2,156,639 ",2021-05-08,"2006,76126",Africa,
Aruba,"10,736",,100  ,,"10,505",,131,14,"100,195",933,"151,652","1,415,311","107,151 ",2021-05-08,"101,0721",North America,
South Sudan,"10,637",,115 ,,"10,312",,210,,941,10,"155,471","13,753","11,304,789 ",2021-05-08,"1,06398,30373",Africa,
Benin,"7,884",,100 ,,"7,652",,132,35,636,8,"595,112","48,030","12,390,502 ",2021-05-08,"1,572123,90521",Africa,
Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,337",78,"123,169","85,434","1,441,687 ",2021-05-08,"18712,87212",Africa,
Nicaragua,"6,989",,183 ,,"4,225",,"2,581",,"1,044",27,,,"6,691,251 ",2021-05-08,"95736,564",North America,
CAR,"6,674",,93 ,,"5,112",,"1,469",2,"1,362",19,"40,907","8,347","4,900,689 ",2021-05-08,"73452,696120",Africa,
Iceland,"6,506",,29 ,,"6,347",,130,5,"18,961",85,"613,017","1,786,591","343,121 ",2021-05-08,"5311,8321",Europe,
Yemen,"6,446",,"1,269 ",,"2,978",,"2,199",23,212,42,"31,386","1,033","30,379,807 ",2021-05-08,"4,71323,940968",Asia,
Seychelles,"6,373",,28 ,,"5,277",,"1,068",,"64,463",283,"21,504","217,513","98,863 ",2021-05-08,"163,5315",Africa,
Gambia,"5,925",,175 ,,"5,547",,203,3,"2,395",71,"76,379","30,875","2,473,779 ",2021-05-08,"41814,13632",Africa,
Niger,"5,310",,192 ,,"4,876",,242,18,213,8,"100,105","4,014","24,941,425 ",2021-05-08,"4,697129,903249",Africa,
San Marino,"5,067",,90 ,,"4,935",,42,4,"149,064","2,648","61,760","1,816,898","33,992 ",2021-05-08,73781,Europe,
Chad,"4,862",,170 ,,"4,622",,70,,289,10,"115,130","6,844","16,822,255 ",2021-05-08,"3,46098,954146",Africa,
Saint Lucia,"4,607",,75 ,,"4,427",,105,1,"24,992",407,"41,126","223,100","184,339 ",2021-05-08,"402,4584",North America,
Gibraltar,"4,286",,94 ,,"4,188",,4,1,"127,249","2,791","235,484","6,991,390","33,682 ",2021-05-08,83580,Europe,
Burundi,"4,132",,6 ,,773,,"3,353",,339,0.5,"279,132","22,901","12,188,489 ",2021-05-08,"2,9502,031,41544",Africa,
Sierra Leone,"4,068",,79 ,,"3,078",,911,,501,10,"153,257","18,888","8,113,840 ",2021-05-08,"1,995102,70753",Africa,
Channel Islands,"4,056",,86 ,,"3,956",,14,,"23,148",491,"454,413","2,593,385","175,220 ",2021-05-08,"432,0370",Europe,
Barbados,"3,931",,45 ,,"3,847",,39,,"13,665",156,"157,606","547,863","287,674 ",2021-05-08,"736,3932",North America,
Comoros,"3,854",,146 ,,"3,682",,26,,"4,354",165,,,"885,223 ",2021-05-08,"2306,063",Africa,
Eritrea,"3,742",,12 ,,"3,602",,128,,"1,043",3,"23,693","6,604","3,587,929 ",2021-05-08,"959298,994151",Africa,
Guinea-Bissau,"3,739",,67 ,,"3,387",,285,9,"1,863",33,"64,589","32,179","2,007,194 ",2021-05-08,"53729,95831",Africa,
Vietnam,"3,152",+15,35 ,,"2,560",,557,,32,0.4,"2,958,119","30,160","98,080,462 ",2021-05-08,"31,1172,802,29933",Asia,0.2
Timor-Leste,"2,965",,4 ,,"1,596",,"1,365",,"2,213",3,"69,967","52,228","1,339,641 ",2021-05-08,"452334,91019",Asia,
Liechtenstein,"2,963",,58 ,,"2,858",,47,5,"77,523","1,517","39,109","1,023,233","38,221 ",2021-05-08,136591,Europe,
New Zealand,"2,640",+6,26 ,,"2,589",+7,25,,528,5,"2,051,603","410,148","5,002,100 ",2021-05-08,"1,895192,3882",Australia/Oceania,1
