Price,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc,Price(million/m_square),District,City
6.96,60,,,,Nhà môi giới,Nhà ở,,,,,116,Quận Tân Bình, Thành phố Hồ Chí Minh
3.55,30,Ngõ ngách,5,,Khách vãng lai,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,118.33,Quận Thanh Xuân, Thành phố Hà Nội
3.35,32,,3.5,Đông Nam,Chính chủ,Nhà ở,5,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,104.69,Quận Long Biên, Thành phố Hà Nội
2.6,31,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,83.87,Quận Hà Đông, Thành phố Hà Nội
4.05,34,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,119.12,Quận Hà Đông, Thành phố Hà Nội
2.2,42,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,52.38,Quận Hà Đông, Thành phố Hà Nội
5.2,20000,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,0.00026,Huyện Đà Bắc, Tỉnh Hoà Bình
3.6,50,Ngõ ngách,,Tây Bắc,Nhà môi giới,Nhà ở,3,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,72,Quận Hải Châu, Thành phố Đà Nẵng
4.6,40,,,,Nhà môi giới,Nhà ở,,,,,115,Quận Cầu Giấy, Thành phố Hà Nội
0.7,100,Mặt phố - Mặt đường,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,4,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7,Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận
2.3,100,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,23,Huyện Cần Giuộc, Tỉnh Long An
1.1,95,Ngõ 4 ô tô trở lên,5,,Chủ đầu tư,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.56,Huyện Củ Chi, Thành phố Hồ Chí Minh
5.5,44,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,125,Quận Thanh Xuân, Thành phố Hà Nội
43.5,100,Ngõ ô tô đỗ cửa,6.7,,Nhà môi giới,Nhà ở,,,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,435,Quận Ba Đình, Thành phố Hà Nội
23.5,116,,,,Chính chủ,Nhà liền kề - Song lập - Đơn lập,,,,,202.59,Quận Bắc Từ Liêm, Thành phố Hà Nội
5.5,70,Ngõ 1 ô tô,4,,Chính chủ,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,78.57,Quận Gò Vấp, Thành phố Hồ Chí Minh
5.5,80,Ngõ ngách,5,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,68.75,Quận Bình Tân, Thành phố Hồ Chí Minh
4,40,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Hà Đông, Thành phố Hà Nội
1.8,55,,,,Nhà môi giới,Chung cư,,,,,32.73,Thành phố Quy Nhơn, Tỉnh Bình Định
1.75,72,,4.5,,Chính chủ,Nhà ở,,,,,24.31,Quận Ninh Kiều, Thành phố Cần Thơ
3.5,1100,Ngõ ô tô đỗ cửa,11,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,3.18,Huyện Đông Anh, Thành phố Hà Nội
6.2,53,,,,Nhà môi giới,Nhà ở,,,,,116.98,Quận Phú Nhuận, Thành phố Hồ Chí Minh
4.3,60,Ngõ ngách,7,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,71.67,Quận Thanh Xuân, Thành phố Hà Nội
11.6,131,,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,,88.55,Huyện Đông Anh, Thành phố Hà Nội
5,41,,,,Sàn bất động sản,Nhà ở,,,,,121.95,Quận Hai Bà Trưng, Thành phố Hà Nội
7,88,,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,79.55,Quận Tây Hồ, Thành phố Hà Nội
0.999,,Ngõ ngách,,,Chính chủ,Nhà ở,,,,,,Quận Hà Đông, Thành phố Hà Nội
5.8,45,Mặt phố - Mặt đường,4,,Nhà môi giới,Nhà ở,,,,,128.89,Quận Hà Đông, Thành phố Hà Nội
23,30,Mặt phố - Mặt đường,3,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,766.67,Quận Hoàn Kiếm, Thành phố Hà Nội
3.8,30,,,,Nhà môi giới,Nhà ở,,,,,126.67,Quận Tân Phú, Thành phố Hồ Chí Minh
7.3,160,,,Bắc,Nhà môi giới,Nhà ở,2,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,45.63,Quận Sơn Trà, Thành phố Đà Nẵng
3.5,52,Ngõ ô tô đỗ cửa,5.7,Tây Bắc,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,67.31,Quận Long Biên, Thành phố Hà Nội
0.62,100,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.2,Huyện Đồng Phú, Tỉnh Bình Phước
6.8,58,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,117.24,Quận Cầu Giấy, Thành phố Hà Nội
6.7,172,Ngõ ô tô đỗ cửa,6,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,38.95,Thành phố Biên Hòa, Tỉnh Đồng Nai
7,55,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,127.27,Quận Tây Hồ, Thành phố Hà Nội
2.7,30,,,,Nhà môi giới,Nhà ở,,,,,90,Quận Long Biên, Thành phố Hà Nội
3.3,50,Ngõ ngách,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,66,Quận Bắc Từ Liêm, Thành phố Hà Nội
3.8,40,,,,Nhà môi giới,Nhà ở,,,,,95,Quận Long Biên, Thành phố Hà Nội
105,300,,,,Nhà môi giới,Căn hộ cho thuê,,,,,350,Quận Cầu Giấy, Thành phố Hà Nội
3.8,35,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,,,108.57,Quận Tây Hồ, Thành phố Hà Nội
0.9,100,Mặt phố - Mặt đường,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,9,Huyện Bàu Bàng, Tỉnh Bình Dương
6.4,88,Ngõ ô tô đỗ cửa,5.5,,Khách vãng lai,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,72.73,Quận Tân Bình, Thành phố Hồ Chí Minh
1.9,100,Mặt phố - Mặt đường,,"Nam, Bắc",Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,19,Thị xã Điện Bàn, Tỉnh Quảng Nam
5,851,Mặt phố - Mặt đường,32,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5.88,Thị xã Sa Pa, Tỉnh Lào Cai
3.1,30,Mặt phố - Mặt đường,6,,Nhà môi giới,Shophouse - Nhà phố,,,1,,103.33,Quận Thanh Xuân, Thành phố Hà Nội
27,90,,,,Nhà môi giới,Biệt thự,,,,,300,Quận Đống Đa, Thành phố Hà Nội
8.6,66,Ngõ 2 ô tô tránh,5.8,Đông Bắc,Nhà môi giới,Nhà ở,5,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,130.3,Quận Đống Đa, Thành phố Hà Nội
0.8,118,Ngõ 2 ô tô tránh,5.5,Tây Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.78,Thành phố Thanh Hóa, Tỉnh Thanh Hóa
0.58,130,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,4.46,Thị xã Điện Bàn, Tỉnh Quảng Nam
5.2,34,Ngõ ngách,4.3,,Nhà môi giới,Nhà ở,5,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,152.94,Quận Tân Bình, Thành phố Hồ Chí Minh
6.1,38,,,,Nhà môi giới,Nhà ở,,,,,160.53,Quận Nam Từ Liêm, Thành phố Hà Nội
4,800,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,5,Thành phố Bảo Lộc, Tỉnh Lâm Đồng
1,120,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,8.33,Huyện Hòa Vang, Thành phố Đà Nẵng
3.1,46,Ngõ 2 ô tô tránh,,Đông Bắc,Nhà môi giới,Nhà ở,1,2,2,,67.39,Quận Hải Châu, Thành phố Đà Nẵng
22,210,,,,Nhà môi giới,Biệt thự,,,,,104.76,Quận Hoàng Mai, Thành phố Hà Nội
0.6,150,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,4,Huyện Hòa Vang, Thành phố Đà Nẵng
8.75,47,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,186.17,Quận Đống Đa, Thành phố Hà Nội
5.35,60,Ngõ ngách,5.1,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,89.17,Quận Ba Đình, Thành phố Hà Nội
5.95,39,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,152.56,Quận Tân Bình, Thành phố Hồ Chí Minh
0.03,100,,,,Nhà môi giới,Shophouse - Nhà phố,,,,,0.0003,Quận 12, Thành phố Hồ Chí Minh
24.99,19541.3,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,1.28,Huyện Vĩnh Cửu, Tỉnh Đồng Nai
6.5,40,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,162.5,Quận Hoàng Mai, Thành phố Hà Nội
0.68,75,Ngõ 3 ô tô tránh,,,Nhà đầu tư,Đất - Đất nền - Nhà như đất,,,,,9.07,Huyện Bàu Bàng, Tỉnh Bình Dương
3.6,34,,,,Nhà môi giới,Nhà ở,,,,,105.88,Quận Đống Đa, Thành phố Hà Nội
0.75,80,Mặt phố - Mặt đường,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,9.38,Thành phố Đồng Xoài, Tỉnh Bình Phước
18,129,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Biệt thự,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,139.53,Quận Hà Đông, Thành phố Hà Nội
1.5,120,Mặt phố - Mặt đường,6,Đông Nam,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,12.5,Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu
0.01,100,,5,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.0001,Huyện Hàm Thuận Bắc, Tỉnh Bình Thuận
12.16,221,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,55,Thành phố Biên Hòa, Tỉnh Đồng Nai
0.004,100,,1,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,4.00E-05,Huyện Triệu Sơn, Tỉnh Thanh Hóa
2.5,404,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,6.19,Huyện Bắc Tân Uyên, Tỉnh Bình Dương
0.962,108,Mặt phố - Mặt đường,6,Đông Tứ Trạch,Sàn bất động sản,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.91,Huyện Bàu Bàng, Tỉnh Bình Dương
3.8,50,Ngõ ô tô đỗ cửa,4.5,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,76,Quận Hà Đông, Thành phố Hà Nội
5.9,40,Ngõ 1 ô tô,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,147.5,Quận 10, Thành phố Hồ Chí Minh
1.89,90,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,21,Thành phố Biên Hòa, Tỉnh Đồng Nai
1.05,100,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,10.5,Thị xã Tân Uyên, Tỉnh Bình Dương
2.1,45,Mặt phố - Mặt đường,4,,Nhà môi giới,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,46.67,Huyện Thanh Trì, Thành phố Hà Nội
8.3,65,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,,,127.69,Quận Sơn Trà, Thành phố Đà Nẵng
0.5,4180,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00011962,Huyện Bắc Bình, Tỉnh Bình Thuận
6.5,48,Ngõ 1 ô tô,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,135.42,Quận 10, Thành phố Hồ Chí Minh
9.5,95,,,,Nhà môi giới,Shophouse - Nhà phố,,,,,100,Quận Hà Đông, Thành phố Hà Nội
4.3,48,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,89.58,Quận Thanh Xuân, Thành phố Hà Nội
52,120,Mặt phố - Mặt đường,6,,Chính chủ,Shophouse - Nhà phố,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,433.33,Quận Cầu Giấy, Thành phố Hà Nội
1.5,6166,Ngõ 1 ô tô,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,0.00024327,Huyện Lạc Dương, Tỉnh Lâm Đồng
6.35,50,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,127,Quận Cầu Giấy, Thành phố Hà Nội
2.35,30,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,78.33,Quận Hai Bà Trưng, Thành phố Hà Nội
0.82,144,Ngõ 2 ô tô tránh,5.1,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5.69,Thành phố Móng Cái, Tỉnh Quảng Ninh
3,200,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,15,Huyện Đồng Phú, Tỉnh Bình Phước
5.2,44,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,118.18,Quận 10, Thành phố Hồ Chí Minh
7.2,48,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,150,Quận 5, Thành phố Hồ Chí Minh
6.5,50,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,130,Quận 10, Thành phố Hồ Chí Minh
1.5,3000.1,Ngõ 2 ô tô tránh,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00049998,Huyện Ba Tri, Tỉnh Bến Tre
0.9,90,Ngõ 4 ô tô trở lên,5,Tây,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,10,Huyện Bàu Bàng, Tỉnh Bình Dương
1500000,140,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,10714290,Thành phố Sóc Trăng, Tỉnh Sóc Trăng
0.55,250,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,2.2,Huyện Đồng Phú, Tỉnh Bình Phước
2,200,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,10,Huyện Đồng Phú, Tỉnh Bình Phước
0.5,,,,,Nhà môi giới,Chung cư,,,,,,Thành phố Biên Hòa, Tỉnh Đồng Nai
24.5,332,Ngõ 3 ô tô tránh,20,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,73.8,Quận Long Biên, Thành phố Hà Nội
3.75,33,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,113.64,Quận Cầu Giấy, Thành phố Hà Nội
2,24,Ngõ ngách,,,Nhà môi giới,Nhà ở,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,83.33,Quận Đống Đa, Thành phố Hà Nội
0.39,57,,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.84,Quận Thanh Xuân, Thành phố Hà Nội
0.966,537,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,1.8,Huyện Củ Chi, Thành phố Hồ Chí Minh
3.5,80.4,Mặt phố - Mặt đường,,,Nhà môi giới,Chung cư,,,2,,43.55,Quận Cầu Giấy, Thành phố Hà Nội
0.82,100,Mặt phố - Mặt đường,5.1,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.2,Thành phố Móng Cái, Tỉnh Quảng Ninh
0.79,200,Ngõ 2 ô tô tránh,5,,Khách vãng lai,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,3.95,Huyện Chơn Thành, Tỉnh Bình Phước
11.5,70,Ngõ 2 ô tô tránh,4.5,,Nhà môi giới,Nhà ở,,5,5,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán, Giấy tờ chứng minh nguồn gốc",164.29,Quận Thanh Xuân, Thành phố Hà Nội
5.75,45,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,127.78,Quận Thanh Xuân, Thành phố Hà Nội
6.5,70,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,6,,92.86,Quận Hải Châu, Thành phố Đà Nẵng
3.9,70,,,,Nhà môi giới,Shophouse - Nhà phố,,,,,55.71,Huyện Đông Anh, Thành phố Hà Nội
10.5,120,,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,87.5,Quận Tân Bình, Thành phố Hồ Chí Minh
3.3,33,Ngõ ô tô đỗ cửa,3,Đông Tứ Trạch,Nhà môi giới,Nhà ở,,,,,100,Quận Đống Đa, Thành phố Hà Nội
8.8,50,Mặt phố - Mặt đường,4,Tây Tứ Trạch,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,176,Quận Hoàng Mai, Thành phố Hà Nội
5.4,52,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,103.85,Quận Đống Đa, Thành phố Hà Nội
2.5,100,Mặt phố - Mặt đường,,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,25,Quận Ngũ Hành Sơn, Thành phố Đà Nẵng
5.4,40,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,135,Quận Đống Đa, Thành phố Hà Nội
3.2,34,Ngõ ngách,3.5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,94.12,Quận Đống Đa, Thành phố Hà Nội
0.96,40,Ngõ ngách,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,24,Huyện Đông Anh, Thành phố Hà Nội
3.5,75,Mặt phố - Mặt đường,,,Nhà môi giới,Chung cư,,,2,Hợp đồng mua bán,46.67,Quận Cầu Giấy, Thành phố Hà Nội
2.76,38,Ngõ ngách,5.2,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,72.63,Quận Cầu Giấy, Thành phố Hà Nội
4.7,45,,,,Nhà môi giới,Nhà ở,,,,,104.44,Quận Đống Đa, Thành phố Hà Nội
9.5,4236,,32,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.24,Thành phố Cao Lãnh, Tỉnh Đồng Tháp
11,80,,,,Chính chủ,Biệt thự - Song lập - Đơn lập,,,,,137.5,Huyện Hoài Đức, Thành phố Hà Nội
9.8,153,,8,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,64.05,Quận Thủ Đức, Thành phố Hồ Chí Minh
6.4,59,Ngõ ô tô đỗ cửa,4.5,Tây Tứ Trạch,Chính chủ,Nhà ở,,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,108.47,Quận Hà Đông, Thành phố Hà Nội
6.8,50,Mặt phố - Mặt đường,4.2,,Nhà môi giới,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,136,Quận Hà Đông, Thành phố Hà Nội
2.95,31,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,95.16,Quận Nam Từ Liêm, Thành phố Hà Nội
6,64,,,,Nhà môi giới,Nhà ở,,,,,93.75,Quận Thanh Xuân, Thành phố Hà Nội
1,48000,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,2.08E-05,Huyện Ea H'leo, Tỉnh Đắk Lắk
1.7,150,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,11.33,Huyện Đồng Phú, Tỉnh Bình Phước
2.2,83,Mặt phố - Mặt đường,24,Tây Tứ Trạch,Nhà môi giới,Chung cư,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,26.51,Quận Hà Đông, Thành phố Hà Nội
8.82,245,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,36,Thành phố Hưng Yên, Tỉnh Hưng Yên
5.2,40,Ngõ ngách,3.8,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,130,Quận Đống Đa, Thành phố Hà Nội
0.668,90,Mặt phố - Mặt đường,5,Đông,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,7.42,Huyện Bàu Bàng, Tỉnh Bình Dương
3.3,60,Ngõ ô tô đỗ cửa,1,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,55,Thành phố Đà Lạt, Tỉnh Lâm Đồng
34,154,Mặt phố - Mặt đường,,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,220.78,Quận 7, Thành phố Hồ Chí Minh
9.12,125,Ngõ 2 ô tô tránh,7,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,72.96,Huyện Gia Lâm, Thành phố Hà Nội
8.7,66,,,,Nhà môi giới,Nhà ở,,,,,131.82,Quận Tây Hồ, Thành phố Hà Nội
32,74,,10,,Nhà môi giới,Chung cư,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,432.43,Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu
4.35,56,Ngõ ô tô đỗ cửa,4,Đông Bắc,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,77.68,Quận Ngô Quyền, Thành phố Hải Phòng
0.66,450,,,,Chính chủ,Đất - Đất nền - Nhà như đất,,,,,1.47,Thị xã Bến Cát, Tỉnh Bình Dương
5.6,55,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,101.82,Huyện Thanh Trì, Thành phố Hà Nội
3.68,46,Ngõ ngách,4,,Chính chủ,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,80,Huyện Thanh Trì, Thành phố Hà Nội
2.76,250,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,11.04,Huyện Đồng Phú, Tỉnh Bình Phước
9.9,231,,7,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,42.86,Quận Thủ Đức, Thành phố Hồ Chí Minh
2.89,46,Ngõ 1 ô tô,5,Đông Bắc,Nhà môi giới,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,62.83,Quận Lê Chân, Thành phố Hải Phòng
3,32,Ngõ ngách,,Đông Nam,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,93.75,Quận Thanh Xuân, Thành phố Hà Nội
4.35,35,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,124.29,Quận Tây Hồ, Thành phố Hà Nội
0.62,100,,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,6.2,Thị xã Bến Cát, Tỉnh Bình Dương
4.5,39,Ngõ ngách,,,Chính chủ,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,115.38,Quận Đống Đa, Thành phố Hà Nội
2.9,45,Ngõ ngách,5,Đông Bắc,Nhà môi giới,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,64.44,Quận Lê Chân, Thành phố Hải Phòng
2.5,125,Mặt phố - Mặt đường,5,Đông Nam,Nhà môi giới,Nhà ở,2,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,20,Huyện Đức Hòa, Tỉnh Long An
6.9,45,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,153.33,Quận Tây Hồ, Thành phố Hà Nội
10.3,165,Mặt phố - Mặt đường,10,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,,62.42,Thành phố Đà Lạt, Tỉnh Lâm Đồng
5.3,58,Mặt phố - Mặt đường,4,,Nhà môi giới,Nhà ở,,3,3,,91.38,Quận Hải Châu, Thành phố Đà Nẵng
