Price,Location,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc
1 Tỷ - 4.76 Triệu/m²,"Huyện Cần Giuộc, Tỉnh Long An",210 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà ở,---,---,---,---
130 Tỷ - 288.89 Nghìn/m²,"Thành phố Cam Ranh, Tỉnh Khánh Hòa","450,000 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Dự án BĐS - Khu nghỉ dưỡng - Resort,---,---,---,---
866 Triệu - 10.83 Triệu/m²,"Huyện Bắc Tân Uyên, Tỉnh Bình Dương",80 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
9.1 Tỷ - 89.22 Triệu/m²,"Thành phố Huế, Tỉnh Thừa Thiên Huế",102 m²,Mặt phố - Mặt đường,6m,Đông,Nhà môi giới,Shophouse - Nhà phố,5,5,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 4.76 Triệu/m²,"Huyện Cần Giuộc, Tỉnh Long An",210 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà ở,---,---,---,---
130 Tỷ - 288.89 Nghìn/m²,"Thành phố Cam Ranh, Tỉnh Khánh Hòa","450,000 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,Dự án BĐS - Khu nghỉ dưỡng - Resort,---,---,---,---
866 Triệu - 10.83 Triệu/m²,"Huyện Bắc Tân Uyên, Tỉnh Bình Dương",80 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6 Tỷ - 50 Triệu/m²,"Thành phố Phan Thiết, Tỉnh Bình Thuận",120 m²,Ngõ 2 ô tô tránh,6m,Nam,Nhà môi giới,"Biệt thự - Song lập - Đơn lập, Chung cư, Dự án BĐS - Khu nghỉ dưỡng - Resort",2,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12 Tỷ - 63.03 Triệu/m²,"Quận Sơn Trà, Thành phố Đà Nẵng",190.4 m²,Mặt phố - Mặt đường,11.2m,"Đông Bắc, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.9 Tỷ - 39 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",100 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Chung cư,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Đông Anh, Thành phố Hà Nội",83 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.5 Tỷ - 10.71 Triệu/m²,"Huyện Phú Hòa, Tỉnh Phú Yên",140 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
1.9 Tỷ - 43.18 Triệu/m²,"Quận Lê Chân, Thành phố Hải Phòng",44 m²,Ngõ ngách,3.9m,Đông Bắc,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
8.8 Tỷ - 176 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",50 m²,Mặt phố - Mặt đường,4m,Tây Tứ Trạch,Nhà môi giới,"Nhà ở, Mặt bằng thương mại",---,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.72 Tỷ - 27.2 Triệu/m²,"Quận Cẩm Lệ, Thành phố Đà Nẵng",100 m²,Ngõ 2 ô tô tránh,---,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
2.4 Tỷ - 160 Triệu/m²,"Quận 8, Thành phố Hồ Chí Minh",15 m²,Mặt phố - Mặt đường,3.7m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.87 Tỷ - 43 Triệu/m²,"Huyện Đông Anh, Thành phố Hà Nội",90 m²,Mặt phố - Mặt đường,5.5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.7 Tỷ - 100 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",57 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
604 Triệu - 7.55 Triệu/m²,"Huyện Châu Thành A, Tỉnh Hậu Giang",80 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.55 Tỷ - 43.06 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",36 m²,Ngõ ngách,---,Đông Nam,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.2 Tỷ - 87.5 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",48 m²,Ngõ ô tô đỗ cửa,4.3m,---,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.8 Tỷ - 65.75 Triệu/m²,"Quận Hải Châu, Thành phố Đà Nẵng",73 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,4,2,---
4.7 Tỷ - 123.68 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",38 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.25 Tỷ - 56.67 Triệu/m²,"Quận Bình Tân, Thành phố Hồ Chí Minh",75 m²,Ngõ 1 ô tô,4.2m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Tiền Hải, Tỉnh Thái Bình",100 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
48 Tỷ - 320 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",150 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,"Nhà ở, Shophouse - Nhà phố",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.4 Tỷ - 79.41 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",68 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.98 Tỷ - 18 Triệu/m²,"Huyện Sóc Sơn, Thành phố Hà Nội",110 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.7 Tỷ - 30.83 Triệu/m²,"Quận Bình Thủy, Thành phố Cần Thơ",120 m²,Mặt phố - Mặt đường,5m,Đông Bắc,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.2 Tỷ - 18.18 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",121 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.3 Tỷ - 110.26 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",39 m²,Ngõ ngách,4m,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.45 Tỷ - 56.98 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",43 m²,Ngõ ô tô đỗ cửa,3.6m,---,Nhà môi giới,Nhà ở,---,---,4,---
4.5 Tỷ - 136.36 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",33 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,3,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.58 Tỷ - 41.58 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",38 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3 Tỷ - 26.09 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",115 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
1.06 Tỷ - 15.59 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",68 m²,Ngõ 1 ô tô,4m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12.7 Tỷ - 226.79 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",56 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Nhà ở,---,3,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.7 Tỷ - 77.08 Triệu/m²,"Quận Bình Tân, Thành phố Hồ Chí Minh",48 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,---
1.85 Tỷ - 56.06 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",33 m²,Ngõ ngách,5m,Đông Nam,Nhà môi giới,Nhà ở,---,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.5 Tỷ - 647.06 Nghìn/m²,"Huyện Lâm Hà, Tỉnh Lâm Đồng","8,500 m²",Ngõ 2 ô tô tránh,---,---,Quảng cáo,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
600 Triệu - 13.04 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",46 m²,---,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
1.45 Tỷ - 12.95 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",112 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,2,4,Hợp đồng mua bán
Thương lượng,"Quận Sơn Trà, Thành phố Đà Nẵng",144 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,---
3.5 Tỷ - 5 Triệu/m²,"Thành phố Bảo Lộc, Tỉnh Lâm Đồng",700 m²,Mặt phố - Mặt đường,20m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
720 Triệu - 15 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",48 m²,---,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
3.55 Tỷ - 118.33 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",30 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 100 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",45 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,5,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10.5 Tỷ - 37.55 Triệu/m²,"Quận Sơn Trà, Thành phố Đà Nẵng",279.6 m²,Mặt phố - Mặt đường,---,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
4.35 Tỷ - 53.7 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",81 m²,Mặt phố - Mặt đường,---,"Đông Nam, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
900 Triệu - 20 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",45 m²,Ngõ ngách,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
980 Triệu - 20.42 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",48 m²,Ngõ ngách,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10.5 Tỷ - 37.55 Triệu/m²,"Quận Sơn Trà, Thành phố Đà Nẵng",279.6 m²,Mặt phố - Mặt đường,---,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
4.35 Tỷ - 53.7 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",81 m²,Mặt phố - Mặt đường,---,"Đông Nam, Tây Bắc",Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
900 Triệu - 20 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",45 m²,Ngõ ngách,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
980 Triệu - 20.42 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",48 m²,Ngõ ngách,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.3 Tỷ - 82.5 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",40 m²,Ngõ 1 ô tô,3.2m,Tây Bắc,Nhà môi giới,Nhà ở,---,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3 Tỷ - 26.09 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",115 m²,Ngõ 2 ô tô tránh,---,Bắc,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
650 Triệu - 14.13 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",46 m²,Ngõ ngách,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
1.9 Tỷ - 22.89 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",83 m²,Ngõ 3 ô tô tránh,---,---,Sàn bất động sản,Chung cư,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.95 Tỷ - 29.8 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",99 m²,Ngõ ô tô đỗ cửa,4.5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.53 Tỷ - 27.78 Triệu/m²,"Huyện Đông Anh, Thành phố Hà Nội",55 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
980 Triệu - 9.8 Triệu/m²,"Thị xã Bến Cát, Tỉnh Bình Dương",100 m²,Ngõ ô tô đỗ cửa,---,---,Chính chủ,Nhà cấp 4,---,---,---,---
2 Tỷ - 27.4 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",73 m²,Ngõ ngách,4.5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
850 Triệu - 18.09 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",47 m²,Ngõ ngách,---,---,Chính chủ,"Chung cư, Chung cư mini, Tập thể",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.35 Tỷ - 76.14 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",44 m²,Mặt phố - Mặt đường,3.2m,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
12 Tỷ - 341.62 Nghìn/m²,"Huyện Đức Huệ, Tỉnh Long An","35,127 m²",Mặt phố - Mặt đường,111m,---,Nhà môi giới,Bất động sản khác,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2 Tỷ - 28.57 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",70 m²,Ngõ 3 ô tô tránh,---,---,Nhà môi giới,Chung cư,---,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
8.5 Tỷ - 113.33 Triệu/m²,"Quận Tân Phú, Thành phố Hồ Chí Minh",75 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.6 Tỷ - 13.22 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",121 m²,Ngõ 2 ô tô tránh,---,Đông Nam,Nhà môi giới,Chung cư,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 77.59 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",58 m²,Ngõ ô tô đỗ cửa,---,---,Chính chủ,Nhà ở,---,---,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.75 Tỷ - 76.67 Triệu/m²,"Quận Hải Châu, Thành phố Đà Nẵng",75 m²,Mặt phố - Mặt đường,5m,Đông Nam,Nhà môi giới,Nhà ở,---,---,---,---
7.81 Tỷ - 73 Triệu/m²,"Huyện Gia Lâm, Thành phố Hà Nội",107 m²,Mặt phố - Mặt đường,5.3m,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10 Tỷ - 103.09 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",97 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
950 Triệu - 9.05 Triệu/m²,"Huyện Cần Đước, Tỉnh Long An",105 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.18 Tỷ - 58.92 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",37 m²,Ngõ ngách,3.6m,Tây Nam,Nhà môi giới,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
950 Triệu - 9.05 Triệu/m²,"Huyện Cần Đước, Tỉnh Long An",105 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.18 Tỷ - 58.92 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",37 m²,Ngõ ngách,3.6m,Tây Nam,Nhà môi giới,Nhà ở,---,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
220 Tỷ - 5.5 Triệu/m²,"Huyện Bảo Lâm, Tỉnh Lâm Đồng","40,000 m²",Mặt phố - Mặt đường,---,---,Nhà môi giới,"Đất - Đất nền - Nhà như đất, Biệt thự du lịch, văn phòng - Officetel",---,---,---,---
2.27 Tỷ - 7.57 Triệu/m²,"Thị xã Bến Cát, Tỉnh Bình Dương",300 m²,Mặt phố - Mặt đường,10m,---,Nhà môi giới,Phòng trọ/ Nhà trọ,---,---,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
700 Triệu - 14.89 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",47 m²,Ngõ ô tô đỗ cửa,---,---,Chính chủ,"Chung cư mini, Tập thể",---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.3 Tỷ - 9.85 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",132 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
18 Tỷ - 26.67 Triệu/m²,"Huyện Thủ Thừa, Tỉnh Long An",675 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10.5 Tỷ - 78.95 Triệu/m²,"Quận Long Biên, Thành phố Hà Nội",133 m²,Ngõ 2 ô tô tránh,12m,---,Nhà môi giới,Biệt thự - Song lập - Đơn lập,---,5,5,Đất giao - Đất phân
300 Triệu - 300 Nghìn/m²,"Huyện Lộc Ninh, Tỉnh Bình Phước","1,000 m²",Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.85 Tỷ - 11.4 Triệu/m²,"Huyện Chơn Thành, Tỉnh Bình Phước",250 m²,Mặt phố - Mặt đường,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.2 Tỷ - 100 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",52 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.04 Tỷ - 31.1 Triệu/m²,"Thị xã Dĩ An, Tỉnh Bình Dương",65.6 m²,Ngõ 1 ô tô,5m,---,Nhà môi giới,"Nhà ở, Nhà cấp 4",---,---,---,---
1.96 Tỷ - 14.99 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",130.8 m²,Ngõ 2 ô tô tránh,---,Đông Bắc,Nhà môi giới,Chung cư,---,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10.5 Tỷ - 210 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",50 m²,Ngõ 1 ô tô,5.2m,---,Nhà môi giới,Nhà ở,---,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.56 Tỷ - 55.27 Triệu/m²,"Quận Ngũ Hành Sơn, Thành phố Đà Nẵng",82.5 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,---,---
1 Tỷ - 7.41 Triệu/m²,"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",135 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.55 Tỷ - 110.94 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",32 m²,Ngõ ngách,3.2m,---,Nhà môi giới,Nhà ở,5,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.9 Tỷ - 19 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",100 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,---
820 Triệu - 9.43 Triệu/m²,"Quận Hồng Bàng, Thành phố Hải Phòng",87 m²,Ngõ ngách,4.8m,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
48 Tỷ - 320 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",150 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.45 Tỷ - 25 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",58 m²,Ngõ 2 ô tô tránh,---,Đông Bắc,Nhà môi giới,Chung cư,---,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
550 Triệu - 550 Nghìn/m²,"Huyện Cao Phong, Tỉnh Hoà Bình","1,000 m²",Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.8 Tỷ - 6.75 Triệu/m²,"Thành phố Hòa Bình, Tỉnh Hoà Bình",415 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.48 Tỷ - 28.87 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",86 m²,Ngõ 4 ô tô tránh,---,---,Nhà môi giới,Chung cư,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 7.41 Triệu/m²,"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",135 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.55 Tỷ - 110.94 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",32 m²,Ngõ ngách,3.2m,---,Nhà môi giới,Nhà ở,5,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.9 Tỷ - 19 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",100 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,---
820 Triệu - 9.43 Triệu/m²,"Quận Hồng Bàng, Thành phố Hải Phòng",87 m²,Ngõ ngách,4.8m,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
48 Tỷ - 320 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",150 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Shophouse - Nhà phố,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.45 Tỷ - 25 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",58 m²,Ngõ 2 ô tô tránh,---,Đông Bắc,Nhà môi giới,Chung cư,---,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
550 Triệu - 550 Nghìn/m²,"Huyện Cao Phong, Tỉnh Hoà Bình","1,000 m²",Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.8 Tỷ - 6.75 Triệu/m²,"Thành phố Hòa Bình, Tỉnh Hoà Bình",415 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.48 Tỷ - 28.87 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",86 m²,Ngõ 4 ô tô tránh,---,---,Nhà môi giới,Chung cư,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.8 Tỷ - 32.42 Triệu/m²,"Thị xã Điện Bàn, Tỉnh Quảng Nam",364 m²,Mặt phố - Mặt đường,18.6m,Nam,Nhà môi giới,"Biệt thự - Song lập - Đơn lập, Biệt thự du lịch, văn phòng - Officetel",3,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.67 Tỷ - 23 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",72.6 m²,Ngõ 2 ô tô tránh,5m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,---
920 Triệu - 12.6 Triệu/m²,"Huyện Hóc Môn, Thành phố Hồ Chí Minh",73 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà cấp 4,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
